,Player,Year,PTS,AST,MVP Votes
3788,Maciej Lampe,2005,3.1,0.3,0.0
3789,Matt Freije,2005,4.0,0.9,0.0
3791,Speedy Claxton,2005,11.5,6.0,0.0
3931,Alexander Johnson,2007,4.4,0.3,0.0
3933,Chucky Atkins,2007,13.2,4.6,0.0
3934,Dahntay Jones,2007,7.5,0.9,0.0
3935,Damon Stoudamire,2007,7.5,4.8,0.0
3936,Hakim Warrick,2007,12.7,0.9,0.0
3937,Junior Harrington,2007,5.2,3.1,0.0
3938,Kyle Lowry,2007,5.6,3.2,0.0
3939,Lawrence Roberts,2007,5.2,0.6,0.0
3940,Mike Miller,2007,18.5,4.3,0.0
3941,Pau Gasol,2007,20.8,3.4,0.0
3942,Rudy Gay,2007,10.8,1.3,0.0
3943,Scott Padgett,2007,1.5,0.3,0.0
3944,Stromile Swift,2007,7.8,0.3,0.0
3945,Tarence Kinsey,2007,7.7,0.9,0.0
3946,Alexander Johnson,2008,4.2,0.3,0.0
3947,Alonzo Mourning,2008,6.0,0.3,0.0
3948,Anfernee Hardaway,2008,3.8,2.2,0.0
3949,Blake Ahearn,2008,5.8,1.6,0.0
3950,Chris Quinn,2008,7.8,3.0,0.0
3951,Daequan Cook,2008,8.8,1.3,0.0
3952,Dorell Wright,2008,7.9,1.4,0.0
3953,Dwyane Wade,2008,24.6,6.9,0.0
3954,Earl Barron,2008,7.1,0.6,0.0
3955,Jason Williams,2008,8.8,4.6,0.0
3932,Brian Cardinal,2007,4.5,1.1,0.0
3930,Zach Randolph,2016,15.3,2.1,0.0
3957,Kasib Powell,2008,7.6,1.6,0.0
3929,Xavier Munford,2016,5.7,1.6,0.0
3904,Rasho Nesterović,2006,4.5,0.4,0.0
3905,Robert Horry,2006,5.1,1.3,0.0
3906,Sean Marks,2006,3.2,0.3,0.0
3909,Alex Stepheson,2016,2.8,0.3,0.0
3910,Brandan Wright,2016,6.9,0.5,0.0
3911,Bryce Cotton,2016,1.0,0.4,0.0
3912,Chris Andersen,2016,3.9,0.4,0.0
3913,Elliot Williams,2016,1.6,0.8,0.0
3914,JaMychal Green,2016,7.4,0.9,0.0
3915,Jarell Martin,2016,5.7,0.6,0.0
3916,Jordan Adams,2016,3.5,1.5,0.0
3917,Jordan Farmar,2016,9.2,3.1,0.0
3918,Lance Stephenson,2016,8.3,1.9,0.0
3919,Marc Gasol,2016,16.6,3.8,0.0
3920,Mario Chalmers,2016,10.3,3.8,0.0
3921,Matt Barnes,2016,10.0,2.1,0.0
3922,Mike Conley,2016,15.3,6.1,0.0
3923,P.J. Hairston,2016,6.2,0.6,0.0
3924,Ray McCallum,2016,3.3,1.5,0.0
3925,Russ Smith,2016,1.5,0.7,0.0
3926,Ryan Hollins,2016,3.4,0.3,0.0
3927,Tony Allen,2016,8.4,1.1,0.0
3928,Vince Carter,2016,6.6,0.9,0.0
3956,Joel Anthony,2008,3.5,0.1,0.0
3958,Luke Jackson,2008,5.6,1.2,0.0
3902,Nazr Mohammed,2006,6.2,0.5,0.0
3985,Derrick Williams,2013,12.0,0.6,0.0
3987,J.J. Barea,2013,11.3,4.0,0.0
3988,Josh Howard,2013,6.7,0.4,0.0
3989,Kevin Love,2013,18.3,2.3,0.0
3990,Lazar Hayward,2013,2.5,0.8,0.0
3991,Luke Ridnour,2013,11.5,3.8,0.0
3992,Malcolm Lee,2013,4.9,1.3,0.0
3993,Mickaël Gelabale,2013,5.0,0.7,0.0
3994,Nikola Peković,2013,16.3,0.9,0.0
3995,Ricky Rubio,2013,10.7,7.3,0.0
3996,Will Conroy,2013,0.3,0.0,0.0
3997,Alexey Shved,2015,10.3,2.5,0.0
3998,Andrea Bargnani,2015,14.8,1.6,0.0
3999,Carmelo Anthony,2015,24.2,3.1,0.0
4000,Cleanthony Early,2015,5.4,0.9,0.0
4001,Cole Aldrich,2015,5.5,1.2,0.0
4002,Jason Smith,2015,8.0,1.7,0.0
4003,José Calderón,2015,9.1,4.7,0.0
4004,Lance Thomas,2015,7.1,1.1,0.0
4005,Langston Galloway,2015,11.8,3.3,0.0
4006,Lou Amundson,2015,4.9,1.3,0.0
4007,Quincy Acy,2015,5.9,1.0,0.0
4008,Ricky Ledo,2015,5.3,1.1,0.0
4009,Samuel Dalembert,2015,4.0,0.9,0.0
3986,Greg Stiemsma,2013,4.0,0.4,0.0
3984,Dante Cunningham,2013,8.7,0.8,0.0
3959,Marcus Banks,2008,6.6,1.7,0.0
3983,Chase Budinger,2013,9.4,1.1,0.0
3960,Mark Blount,2008,8.4,0.6,0.0
3961,Ricky Davis,2008,13.8,3.4,0.0
3962,Shawn Marion,2008,15.4,2.2,0.0
3963,Stéphane Lasme,2008,5.2,0.2,0.0
3964,Udonis Haslem,2008,12.0,1.4,0.0
3965,Alexander Volkov,1992,8.6,3.2,0.0
3966,Blair Rasmussen,1992,9.0,1.3,0.0
3967,Dominique Wilkins,1992,28.1,3.8,0.0
3968,Duane Ferrell,1992,12.7,1.4,0.0
3969,Gary Leonard,1992,2.0,0.2,0.0
3970,Jeff Sanders,1992,3.9,0.8,0.0
3971,Jon Koncak,1992,3.1,1.7,0.0
3972,Kevin Willis,1992,18.3,2.1,0.0
3973,Maurice Cheeks,1992,4.6,3.3,0.0
3974,Morlon Wiley,1992,3.8,3.4,0.0
3975,Paul Graham,1992,10.1,2.2,0.0
3976,Rodney Monroe,1992,3.4,0.7,0.0
3977,Rumeal Robinson,1992,13.0,5.5,0.0
3978,Stacey Augmon,1992,13.3,2.5,0.0
3979,Travis Mays,1992,8.5,0.5,0.0
3980,Alexey Shved,2013,8.6,3.7,0.0
3981,Andrei Kirilenko,2013,12.4,2.8,0.0
3982,Brandon Roy,2013,5.8,4.6,0.0
3903,Nick Van Exel,2006,5.5,1.9,0.0
3901,Michael Finley,2006,10.1,1.5,0.0
3792,Alex Kirk,2015,0.8,0.2,0.0
3820,Miles Plumlee,2014,8.1,0.5,0.0
3822,Shavlik Randolph,2014,1.4,0.1,0.0
3823,Viacheslav Kravtsov,2014,1.0,0.1,0.0
3824,Alex Len,2019,11.1,1.1,0.0
3825,Alex Poythress,2019,5.1,0.8,0.0
3826,Daniel Hamilton,2019,3.0,1.2,0.0
3827,DeAndre' Bembry,2019,8.4,2.5,0.0
3828,Dewayne Dedmon,2019,10.8,1.4,0.0
3829,Deyonta Davis,2019,4.0,0.6,0.0
3830,Isaac Humphries,2019,3.0,0.0,0.0
3831,Jaylen Adams,2019,3.2,1.9,0.0
3832,John Collins,2019,19.5,2.0,0.0
3833,Jordan Sibert,2019,3.0,0.0,0.0
3834,Justin Anderson,2019,3.7,0.5,0.0
3835,Kent Bazemore,2019,11.6,2.3,0.0
3836,Kevin Huerter,2019,9.7,2.9,0.0
3837,Miles Plumlee,2019,4.4,0.9,0.0
3838,Omari Spellman,2019,5.9,1.0,0.0
3839,Taurean Prince,2019,13.5,2.1,0.0
3840,Trae Young,2019,19.1,8.1,0.0
3841,Vince Carter,2019,7.4,1.1,0.0
3842,Alex Len,2020,8.0,0.9,0.0
3843,Bogdan Bogdanović,2020,15.1,3.4,0.0
3844,Buddy Hield,2020,19.2,3.0,0.0
3821,P.J. Tucker,2014,9.4,1.7,0.0
3819,Markieff Morris,2014,13.8,1.8,0.0
3846,Cory Joseph,2020,6.4,3.5,0.0
3818,Marcus Morris,2014,9.7,1.1,0.0
3793,Anderson Varejão,2015,9.8,1.3,0.0
3794,Brendan Haywood,2015,1.6,0.1,0.0
3795,Iman Shumpert,2015,8.0,2.2,0.0
3796,J.R. Smith,2015,12.1,2.8,0.0
3797,James Jones,2015,4.4,0.4,0.0
3798,Joe Harris,2015,2.7,0.5,0.0
3799,Kendrick Perkins,2015,3.6,0.8,0.0
3800,Kevin Love,2015,16.4,2.2,0.0
3801,Kyrie Irving,2015,21.7,5.2,0.0
3803,Matthew Dellavedova,2015,4.8,3.0,0.0
3804,Mike Miller,2015,2.1,0.9,0.0
3805,Shawn Marion,2015,4.8,0.9,0.0
3806,Timofey Mozgov,2015,9.7,0.7,0.0
3807,Tristan Thompson,2015,8.5,0.5,0.0
3808,Will Cherry,2015,1.9,1.0,0.0
3809,Alex Len,2014,2.0,0.1,0.0
3810,Archie Goodwin,2014,3.7,0.4,0.0
3811,Channing Frye,2014,11.1,1.2,0.0
3812,Dionte Christmas,2014,2.3,0.3,0.0
3813,Eric Bledsoe,2014,17.7,5.5,0.0
3814,Gerald Green,2014,15.8,1.5,0.0
3816,Ish Smith,2014,3.7,2.6,0.0
3817,Leandro Barbosa,2014,7.5,1.6,0.0
3845,Corey Brewer,2020,1.0,0.4,0.0
3847,DaQuan Jeffries,2020,3.8,0.5,0.0
3900,Melvin Sanders,2006,2.6,0.2,0.0
3874,Robin Lopez,2021,9.0,0.8,0.0
3877,Thomas Bryant,2021,14.3,1.5,0.0
3878,Alex Poythress,2017,10.7,0.8,0.0
3879,Dario Šarić,2017,12.8,2.2,0.0
3880,Gerald Henderson,2017,9.2,1.6,0.0
3881,Jahlil Okafor,2017,11.8,1.2,0.0
3882,Jerryd Bayless,2017,11.0,4.3,0.0
3883,Joel Embiid,2017,20.2,2.1,0.0
3884,Justin Anderson,2017,7.1,0.9,0.0
3885,Justin Harper,2017,4.0,0.7,0.0
3886,Nik Stauskas,2017,9.5,2.4,0.0
3887,Richaun Holmes,2017,9.8,1.0,0.0
3888,Robert Covington,2017,12.9,1.5,0.0
3889,Sergio Rodríguez,2017,7.8,5.1,0.0
3890,Shawn Long,2017,8.2,0.7,0.0
3891,T.J. McConnell,2017,6.9,6.6,0.0
3892,Tiago Splitter,2017,4.9,0.5,0.0
3893,Timothé Luwawu-Cabarrot,2017,6.4,1.1,0.0
3894,Alex Scales,2006,0.0,0.0,0.0
3895,Beno Udrih,2006,5.1,1.7,0.0
3896,Brent Barry,2006,5.8,1.7,0.0
3897,Bruce Bowen,2006,7.5,1.5,0.0
3898,Fabricio Oberto,2006,1.7,0.5,0.0
3899,Manu Ginóbili,2006,15.1,3.6,0.0
3875,Rui Hachimura,2021,13.8,1.4,0.0
3873,Raul Neto,2021,8.7,2.3,0.0
3848,De'Aaron Fox,2020,21.1,6.8,0.0
3872,Jerome Robinson,2021,4.9,1.5,0.0
3849,Eric Mika,2020,6.0,0.0,0.0
3850,Harrison Barnes,2020,14.5,2.2,0.0
3851,Harry Giles,2020,6.9,1.3,0.0
3852,Jabari Parker,2020,14.0,1.8,0.0
3853,Justin James,2020,2.5,0.5,0.0
3854,Kent Bazemore,2020,8.8,1.4,0.0
3855,Kyle Guy,2020,1.3,0.3,0.0
3856,Marvin Bagley III,2020,14.2,0.8,0.0
3857,Nemanja Bjelica,2020,11.5,2.8,0.0
3858,Richaun Holmes,2020,12.3,1.0,0.0
3859,Yogi Ferrell,2020,4.4,1.4,0.0
3860,Alex Len,2021,6.6,0.8,0.0
3861,Anthony Gill,2021,3.1,0.4,0.0
3862,Anžejs Pasečņiks,2021,0.0,1.0,0.0
3863,Bradley Beal,2021,31.3,4.4,0.0
3864,Cassius Winston,2021,1.9,0.5,0.0
3865,Chandler Hutchison,2021,4.3,0.7,0.0
3866,Daniel Gafford,2021,7.0,0.5,0.0
3867,Deni Avdija,2021,6.3,1.2,0.0
3868,Dāvis Bertāns,2021,11.5,0.9,0.0
3869,Garrison Mathews,2021,5.5,0.4,0.0
3870,Isaac Bonga,2021,2.0,0.6,0.0
3871,Ish Smith,2021,6.7,3.9,0.0
4458,Chucky Atkins,2008,4.7,2.0,0.0
4460,J.R. Smith,2008,12.3,1.7,0.0
5362,Jason Maxiell,2008,7.9,0.6,0.0
5062,Dell Curry,2002,6.4,1.1,0.0
5050,Jerome Williams,2001,6.3,0.8,0.0
5051,Keon Clark,2001,7.9,0.9,0.0
5052,Mamadou N'Diaye,2001,1.3,0.0,0.0
5053,Michael Stewart,2001,1.3,0.1,0.0
5054,Morris Peterson,2001,9.3,1.3,0.0
5055,Muggsy Bogues,2001,0.0,1.7,0.0
5056,Tracy Murray,2001,5.0,0.5,0.0
5057,Tyrone Corbin,2001,1.3,0.3,0.0
5059,Alvin Williams,2002,11.8,5.7,0.0
5060,Antonio Davis,2002,14.5,2.0,0.0
5061,Chris Childs,2002,4.1,5.1,0.0
5063,Derrick Dial,2002,3.2,1.1,0.0
5130,David Vaughn,1997,2.3,0.2,0.0
5064,Eric Montross,2002,2.4,0.3,0.0
5065,Hakeem Olajuwon,2002,7.1,1.1,0.0
5066,Jermaine Jackson,2002,2.4,2.4,0.0
5067,Jerome Williams,2002,7.6,1.1,0.0
5068,Keon Clark,2002,11.3,1.1,0.0
5069,Mamadou N'Diaye,2002,4.0,0.0,0.0
5070,Michael Bradley,2002,1.2,0.1,0.0
5071,Michael Stewart,2002,2.0,0.3,0.0
5072,Morris Peterson,2002,14.0,2.4,0.0
5073,Tracy Murray,2002,5.7,0.5,0.0
5074,Vince Carter,2002,24.7,4.0,0.0
5049,Eric Montross,2001,2.2,0.4,0.0
5048,Dell Curry,2001,6.0,1.1,0.0
5047,Chris Childs,2001,4.7,4.6,0.0
5046,Charles Oakley,2001,9.6,3.4,0.0
5022,Oliver Miller,1998,6.3,3.1,0.0
5023,Popeye Jones,1998,8.6,1.3,0.0
5024,Reggie Slater,1998,8.0,0.9,0.0
5025,Roy Rogers,1998,1.3,0.1,0.0
5026,Sharone Wright,1998,2.3,0.6,0.0
5027,Tim Kempton,1998,0.5,0.4,0.0
5028,Tracy McGrady,1998,7.0,1.5,0.0
5029,Alvin Williams,1999,5.0,2.6,0.0
5030,Charles Oakley,1999,7.0,3.4,0.0
5031,Dee Brown,1999,11.2,2.9,0.0
5032,Doug Christie,1999,15.2,3.7,0.0
5033,John Thomas,1999,4.3,0.4,0.0
5034,John Wallace,1999,8.6,1.0,0.0
5035,Kevin Willis,1999,12.0,1.6,0.0
5036,Mark Baker,1999,0.0,0.0,0.0
5037,Michael Stewart,1999,1.5,0.1,0.0
5038,Micheal Williams,1999,1.0,0.0,0.0
5039,Negele Knight,1999,1.3,1.3,0.0
5040,Reggie Slater,1999,3.8,0.2,0.0
5041,Sean Marks,1999,1.4,0.0,0.0
5042,Tracy McGrady,1999,9.3,2.3,0.0
5044,Alvin Williams,2001,9.8,5.0,0.0
5045,Antonio Davis,2001,13.7,1.4,0.0
5075,Alvin Williams,2003,13.2,5.3,0.0
5076,Antonio Davis,2003,13.9,2.5,0.0
5077,Art Long,2003,2.3,0.2,0.0
5104,Morris Peterson,2004,8.3,1.4,0.0
5106,Rod Strickland,2004,6.3,4.0,0.0
5107,Roger Mason,2004,3.7,1.0,0.0
5108,Vince Carter,2004,22.5,4.8,0.0
5109,Alvin Williams,2006,1.0,0.0,0.0
5110,Andre Barrett,2006,4.6,2.7,0.0
5111,Antonio Davis,2006,4.9,0.5,0.0
5112,Charlie Villanueva,2006,13.0,1.1,0.0
5113,Chris Bosh,2006,22.5,2.6,0.0
5114,Darrick Martin,2006,2.6,1.4,0.0
5115,Eric Williams,2006,3.3,0.5,0.0
5116,Joey Graham,2006,6.7,0.8,0.0
5117,José Calderón,2006,5.5,4.5,0.0
5118,Loren Woods,2006,2.3,0.1,0.0
5119,Matt Bonner,2006,7.5,0.7,0.0
5120,Mike James,2006,20.3,5.8,0.0
5121,Morris Peterson,2006,16.8,2.3,0.0
5122,Pape Sow,2006,3.5,0.2,0.0
5123,Rafael Araújo,2006,2.3,0.3,0.0
5124,Amal McCaskill,1997,1.6,0.4,0.0
5125,Anfernee Hardaway,1997,20.5,5.6,0.0
5126,Brian Evans,1997,1.4,0.5,0.0
5127,Brian Shaw,1997,7.2,4.1,0.0
5128,Danny Schayes,1997,3.0,0.3,0.0
5105,Robert Archibald,2004,1.0,0.4,0.0
5103,Milt Palacio,2004,4.4,3.1,0.0
5078,Chris Jefferies,2003,3.9,0.4,0.0
5102,Michael Curry,2004,2.9,0.8,0.0
5079,Damone Brown,2003,5.6,0.6,0.0
5080,Greg Foster,2003,4.2,0.4,0.0
5081,Jelani McCoy,2003,6.8,0.6,0.0
5082,Jerome Williams,2003,9.7,1.3,0.0
5083,Lindsey Hunter,2003,9.7,2.4,0.0
5084,Maceo Baston,2003,2.5,0.0,0.0
5085,Mamadou N'Diaye,2003,5.5,0.3,0.0
5086,Michael Bradley,2003,5.0,1.0,0.0
5087,Morris Peterson,2003,14.1,2.3,0.0
5088,Nate Huffman,2003,3.3,0.7,0.0
5089,Rafer Alston,2003,7.8,4.1,0.0
5090,Vince Carter,2003,20.6,3.3,0.0
5091,Voshon Lenard,2003,14.3,2.3,0.0
5092,Zendon Hamilton,2003,2.0,0.0,0.0
5093,Alvin Williams,2004,8.8,4.0,0.0
5094,Chris Bosh,2004,11.5,1.0,0.0
5095,Corie Blount,2004,4.0,0.9,0.0
5096,Dion Glover,2004,9.0,1.9,0.0
5097,Donyell Marshall,2004,14.7,1.5,0.0
5098,Jalen Rose,2004,15.5,5.0,0.0
5099,Jérôme Moïso,2004,2.9,0.2,0.0
5100,Lamond Murray,2004,6.0,0.8,0.0
5101,Mengke Bateer,2004,1.1,0.1,0.0
5021,Marcus Camby,1998,12.1,1.8,0.0
5020,Lloyd Daniels,1998,5.7,0.7,0.0
5019,John Wallace,1998,14.0,1.3,0.0
4936,Gary Grant,1998,4.8,3.8,0.0
4938,Jermaine O'Neal,1998,4.5,0.3,0.0
4939,John Crotty,1998,3.7,2.4,0.0
4940,Kelvin Cato,1998,3.8,0.3,0.0
4941,Rasheed Wallace,1998,14.6,2.5,0.0
4942,Rick Brunson,1998,4.3,2.6,0.0
4943,Sean Higgins,1998,0.0,0.0,0.0
4944,Stacey Augmon,1998,5.7,1.2,0.0
4945,Vincent Askew,1998,2.2,1.3,0.0
4946,Walt Williams,1998,10.3,2.1,0.0
4947,Alvin Heggs,1996,2.0,0.0,0.0
4948,Charles Jones,1996,0.3,0.3,0.0
4949,Chucky Brown,1996,8.6,1.1,0.0
4950,Clyde Drexler,1996,19.3,5.8,0.0
4951,Eldridge Recasner,1996,6.9,2.7,0.0
4953,Henry James,1996,4.3,0.3,0.0
4954,Jaren Jackson,1996,2.0,0.0,0.0
4955,Kenny Smith,1996,8.5,3.6,0.0
4956,Mario Elie,1996,11.1,3.1,0.0
4957,Mark Bryant,1996,8.6,0.7,0.0
4958,Melvin Booker,1996,4.0,1.9,0.0
4959,Pete Chilcutt,1996,2.7,0.4,0.0
4960,Robert Horry,1996,12.0,4.0,0.0
4961,Sam Cassell,1996,14.5,4.6,0.0
4937,Isaiah Rider,1998,19.7,3.1,0.0
4935,Dontonio Wingfield,1998,0.3,0.0,0.0
4963,Tim Breaux,1996,3.0,0.4,0.0
4934,Damon Stoudamire,1998,17.3,8.2,0.0
4911,Todd Day,1996,11.7,1.4,0.0
4912,Todd Mundt,1996,1.1,0.1,0.0
4913,Alton Lister,1997,1.6,0.2,0.0
4914,Antoine Walker,1997,17.5,3.2,0.0
4915,Brett Szabo,1997,2.2,0.2,0.0
4916,Dana Barros,1997,12.5,3.4,0.0
4917,David Wesley,1997,16.8,7.3,0.0
4918,Dee Brown,1997,7.6,3.2,0.0
4919,Dino Radja,1997,14.0,1.9,0.0
4920,Eric Williams,1997,15.0,1.8,0.0
4921,Frank Brickowski,1997,4.8,0.9,0.0
4922,Greg Minor,1997,9.6,1.5,0.0
4923,Marty Conlon,1997,7.8,1.4,0.0
4924,Michael Hawkins,1997,2.8,2.2,0.0
4925,Nate Driggers,1997,2.4,0.4,0.0
4926,Pervis Ellison,1997,2.5,0.7,0.0
4927,Rick Fox,1997,15.4,3.8,0.0
4928,Steve Hamer,1997,2.2,0.2,0.0
4929,Todd Day,1997,14.5,1.4,0.0
4930,Alton Lister,1998,0.9,0.1,0.0
4931,Arvydas Sabonis,1998,16.0,3.0,0.0
4932,Brian Grant,1998,12.1,1.4,0.0
4933,Carlos Rogers,1998,5.3,0.9,0.0
4962,Sam Mack,1996,10.8,2.5,0.0
4964,Tracy Moore,1996,11.4,0.8,0.0
5018,John Thomas,1998,2.8,0.3,0.0
4992,Terry Mills,1993,14.8,1.4,0.0
4994,Chris Morris,1999,4.2,0.5,0.0
4995,Clifford Robinson,1999,16.4,2.6,0.0
4996,Danny Manning,1999,9.1,2.3,0.0
4997,George McCloud,1999,8.9,1.6,0.0
4998,Gerald Brown,1999,2.4,0.9,0.0
5000,Jimmy Oliver,1999,1.5,0.0,0.0
5001,Joe Kleine,1999,2.2,0.4,0.0
5002,Luc Longley,1999,8.7,1.2,0.0
5003,Marko Milič,1999,1.5,0.2,0.0
5004,Pat Garrity,1999,5.6,0.5,0.0
5005,Randy Livingston,1999,12.0,3.0,0.0
5006,Rex Chapman,1999,12.1,2.9,0.0
5007,Shawn Respert,1999,3.1,0.7,0.0
5008,Toby Bailey,1999,2.9,0.5,0.0
5009,Tom Gugliotta,1999,17.0,2.8,0.0
5010,Alvin Williams,1998,6.0,1.9,0.0
5011,Bob McCann,1998,0.0,0.0,0.0
5012,Chauncey Billups,1998,11.2,3.9,0.0
5013,Chris Garner,1998,1.4,1.2,0.0
5014,Dee Brown,1998,9.1,2.1,0.0
5015,Doug Christie,1998,16.5,3.6,0.0
5016,Ed Stokes,1998,0.8,0.3,0.0
5017,Gary Trent,1998,11.7,1.3,0.0
4993,Alvin Sims,1999,2.8,1.3,0.0
4991,Olden Polynice,1993,7.3,0.4,0.0
4965,Alvin Robertson,1992,12.3,4.4,0.0
4990,Melvin Newbern,1993,3.6,1.7,0.0
4966,Brad Lohaus,1992,5.8,1.1,0.0
4967,Dale Ellis,1992,15.7,1.3,0.0
4968,Danny Schayes,1992,5.6,0.8,0.0
4969,Dave Popson,1992,1.4,0.6,0.0
4970,Frank Brickowski,1992,11.4,1.9,0.0
4971,Fred Roberts,1992,9.6,1.5,0.0
4972,Jay Humphries,1992,14.0,6.6,0.0
4973,Jeff Grayer,1992,9.0,1.8,0.0
4974,Jerome Lane,1992,2.6,1.2,0.0
4975,Larry Krystkowiak,1992,9.0,1.4,0.0
4976,Lester Conner,1992,3.5,3.6,0.0
4977,Moses Malone,1992,15.6,1.1,0.0
4978,Steve Henson,1992,3.0,1.6,0.0
4979,Alvin Robertson,1993,9.0,3.8,0.0
4980,Bill Laimbeer,1993,8.7,1.6,0.0
4981,Danny Young,1993,2.9,1.8,0.0
4982,Dennis Rodman,1993,7.5,1.6,0.0
4983,Gerald Glass,1993,5.3,1.3,0.0
4984,Isaiah Morris,1993,2.2,0.2,0.0
4985,Isiah Thomas,1993,17.6,8.5,0.0
4986,Jeff Ruland,1993,1.1,0.2,0.0
4988,Mark Aguirre,1993,9.9,2.1,0.0
4989,Mark Randall,1993,2.6,0.3,0.0
5129,Darrell Armstrong,1997,6.1,2.6,0.0
5131,Dell Demps,1997,1.0,0.0,0.0
4461,Jelani McCoy,2008,0.5,0.0,0.0
5292,Briante Weber,2016,4.4,3.0,0.0
5281,Jeremy Tyler,2014,3.6,0.2,0.0
5282,Kenyon Martin,2014,4.3,1.6,0.0
5283,Metta World Peace,2014,4.8,0.6,0.0
5284,Pablo Prigioni,2014,3.8,3.5,0.0
5285,Raymond Felton,2014,9.7,5.6,0.0
5286,Shannon Brown,2014,2.2,0.3,0.0
5287,Tim Hardaway Jr.,2014,10.2,0.8,0.0
5288,Toure' Murry,2014,2.7,1.0,0.0
5289,Tyson Chandler,2014,8.7,1.1,0.0
5290,Amar'e Stoudemire,2016,5.8,0.5,0.0
5291,Beno Udrih,2016,4.7,2.6,0.0
5293,Chris Bosh,2016,19.1,2.4,0.0
5132,Dennis Scott,1997,12.5,2.1,0.0
5294,Dwyane Wade,2016,19.0,4.6,0.0
5295,Gerald Green,2016,8.9,0.8,0.0
5296,Goran Dragić,2016,14.1,5.8,0.0
5297,Hassan Whiteside,2016,14.2,0.4,0.0
5298,Jarnell Stokes,2016,1.0,0.1,0.0
5299,Joe Johnson,2016,12.2,3.9,0.0
5300,Josh McRoberts,2016,3.6,1.9,0.0
5301,Josh Richardson,2016,6.6,1.4,0.0
5302,Justise Winslow,2016,6.4,1.5,0.0
5303,Luol Deng,2016,12.3,1.9,0.0
5304,Tyler Johnson,2016,8.7,2.2,0.0
5280,J.R. Smith,2014,14.5,3.0,0.0
5279,Iman Shumpert,2014,6.7,1.7,0.0
5278,Earl Clark,2014,4.8,0.3,0.0
5277,Cole Aldrich,2014,2.0,0.3,0.0
5252,Steve Novak,2012,8.8,0.2,0.0
5253,Toney Douglas,2012,6.2,2.0,0.0
5254,Tyson Chandler,2012,11.3,0.9,0.0
5255,Amar'e Stoudemire,2013,14.2,0.4,0.0
5257,Chris Copeland,2013,8.7,0.5,0.0
5258,Earl Barron,2013,3.3,0.4,0.0
5259,Iman Shumpert,2013,6.8,1.7,0.0
5260,J.R. Smith,2013,18.1,2.7,0.0
5261,James White,2013,2.2,0.5,0.0
5262,Jason Kidd,2013,6.0,3.3,0.0
5263,Kenyon Martin,2013,7.2,0.4,0.0
5264,Kurt Thomas,2013,2.5,0.5,0.0
5265,Marcus Camby,2013,1.8,0.6,0.0
5266,Pablo Prigioni,2013,3.5,3.0,0.0
5267,Quentin Richardson,2013,5.0,1.0,0.0
5268,Rasheed Wallace,2013,7.0,0.3,0.0
5269,Raymond Felton,2013,13.9,5.5,0.0
5270,Solomon Jones,2013,0.0,0.0,0.0
5271,Steve Novak,2013,6.6,0.4,0.0
5272,Tyson Chandler,2013,10.4,0.9,0.0
5273,Amar'e Stoudemire,2014,11.9,0.5,0.0
5274,Andrea Bargnani,2014,13.3,1.1,0.0
5276,Chris Smith,2014,0.0,0.0,0.0
5305,Udonis Haslem,2016,1.6,0.4,0.0
5306,Amir Coffey,2020,3.2,0.8,0.0
5307,Ivica Zubac,2020,8.3,1.1,0.0
5336,Rajon Rondo,2021,5.4,4.4,0.0
5338,Serge Ibaka,2021,11.1,1.8,0.0
5339,Terance Mann,2021,7.0,1.6,0.0
5340,Yogi Ferrell,2021,5.6,2.2,0.0
5341,Amir Johnson,2007,5.9,0.4,0.0
5342,Antonio McDyess,2007,8.1,0.9,0.0
5343,Carlos Delfino,2007,5.2,1.1,0.0
5345,Chris Webber,2007,11.2,3.1,0.0
5346,Dale Davis,2007,1.8,0.3,0.0
5347,Jason Maxiell,2007,5.0,0.2,0.0
5348,Lindsey Hunter,2007,4.9,1.8,0.0
5349,Nazr Mohammed,2007,5.6,0.2,0.0
5350,Rasheed Wallace,2007,12.3,1.7,0.0
5351,Richard Hamilton,2007,19.8,3.8,0.0
5352,Ronald Dupree,2007,1.3,0.3,0.0
5353,Ronald Murray,2007,6.7,2.7,0.0
5354,Tayshaun Prince,2007,14.3,2.8,0.0
5355,Will Blalock,2007,1.8,1.2,0.0
5356,Amir Johnson,2008,3.6,0.5,0.0
5357,Antonio McDyess,2008,8.8,1.1,0.0
5358,Arron Afflalo,2008,3.7,0.7,0.0
5359,Chauncey Billups,2008,17.0,6.8,0.0
5360,Cheikh Samb,2008,1.8,0.0,0.0
5361,Jarvis Hayes,2008,6.7,0.8,0.0
5337,Reggie Jackson,2021,10.7,3.1,0.0
5335,Paul George,2021,23.3,5.2,0.0
5308,JaMychal Green,2020,6.8,0.8,0.0
5334,Patrick Patterson,2021,5.2,0.8,0.0
5309,Joakim Noah,2020,2.8,1.4,0.0
5310,Johnathan Motley,2020,2.2,0.6,0.0
5312,Landry Shamet,2020,9.3,1.9,0.0
5313,Lou Williams,2020,18.2,5.6,0.0
5314,Marcus Morris,2020,16.7,1.4,0.0
5315,Mfiondu Kabengele,2020,3.5,0.2,0.0
5316,Montrezl Harrell,2020,18.6,1.7,0.0
5317,Patrick Beverley,2020,7.9,3.6,0.0
5318,Patrick Patterson,2020,4.9,0.7,0.0
5319,Paul George,2020,21.5,3.9,0.0
5320,Reggie Jackson,2020,11.9,4.1,0.0
