,user_id,book_id,rating,title
348,-1,8176890,3,"Red Seas Under Red Skies  (Gentleman Bastard, #2)"
349,-1,18903906,3,Touching the Void
350,-1,22328,3,"Neuromancer  (Sprawl, #1)"
351,-1,61179,3,"Ringworld  (Ringworld, #1)"
352,-1,886955,3,"The Blade Itself  (The First Law, #1)"
353,-1,386373,3,"Pyramids  (Discworld, #7)"
354,-1,24830,3,The Illustrated Man
355,-1,284658,3,"Trading in Danger  (Vatta's War, #1)"
356,-1,6605625,3,"Engaging the Enemy  (Vatta's War, #3)"
357,-1,6219313,3,"Storm Front  (The Dresden Files, #1)"
358,-1,270032,3,Seven Years in Tibet
359,-1,286445,3,"With the Lightnings  (Lt. Leary, #1)"
360,-1,113047,3,The End of the Matter  (Pip & Flinx #4)
361,-1,2790566,3,The Prince
362,-1,901690,3,"Watership Down  (Watership Down, #1)"
363,-1,1372055,3,"Courageous  (The Lost Fleet, #3)"
364,-1,12007,3,"Use of Weapons  (Culture, #3)"
365,-1,64222,3,"Going Postal  (Discworld, #33; Moist von Lipwig, #1)"
366,-1,504369,3,"Field of Dishonor  (Honor Harrington, #4)"
367,-1,400881,3,"Shadows Linger  (The Chronicle of the Black Company, #2)"
368,-1,6043781,3,"Blood of Elves  (The Witcher, #1)"
369,-1,116356,3,Footfall
370,-1,563469,3,The Plague
371,-1,96482,3,"More Terrible Than Death: Drugs, Violence, and America's War in Colombia"
372,-1,8302734,3,"Before They Are Hanged  (The First Law, #2)"
373,-1,3607898,3,"Stealing Light  (The Shoal Sequence, #1)"
374,-1,11343467,3,"The Mote in God's Eye  (Moties, #1)"
375,-1,10506237,3,"Death's Head  (Death's Head, Book 1)"
376,-1,2191152,3,"Death's Head Maximum Offense  (Death's Head, Book 2)"
377,-1,1649029,3,Murder on the Orient Express
378,-1,8173788,3,"The Last Wish  (The Witcher, #0.5)"
379,-1,2315892,3,Best Served Cold
380,-1,80955,3,"Into the Looking Glass  (Looking Glass, #1)"
381,-1,17214,3,Starship Troopers
382,-1,44659,3,Pawn of Prophecy  (The Belgariad #1)
383,-1,1705697,3,Wastelands
384,-1,77740,3,"In Enemy Hands  (Honor Harrington, #7)"
385,-1,1167532,3,Lord of the Flies
386,-1,2890090,3,"The Republic of Thieves  (Gentleman Bastard, #3)"
387,-1,10664113,3,"A Dance with Dragons  (A Song of Ice and Fire, #5)"
388,-1,6458635,3,Swan Song
389,-1,45109,3,"Golden Fool  (Tawny Man, #2)"
390,-1,49869,3,"Harry Potter Series Box Set  (Harry Potter, #1-7)"
391,-1,61905,3,"Barrayar  (Vorkosigan Saga, #7)"
392,-1,161456,3,"The Hitchhiker's Guide to the Galaxy  (Hitchhiker's Guide to the Galaxy, #1)"
393,-1,830616,3,Flowers for Algernon
394,-1,522776,3,Business Adventures: Twelve Classic Tales from the World of Wall Street
395,-1,24249,3,"A Cavern of Black Ice  (Sword of Shadows, #1)"
396,-1,25300956,3,"Royal Assassin  (Farseer Trilogy, #2)"
397,-1,6101718,3,"The Magicians  (The Magicians, #1)"
398,-1,6341533,3,"Unseen Academicals  (Discworld, #37)"
399,-1,42000,3,Living Like You Mean It: Use the Wisdom and Power of Your Emotions to Get the Life You Really Want
400,-1,7326427,3,The Windup Girl
401,-1,7165300,3,"The Black Prism  (Lightbringer, #1)"
402,-1,7438179,3,The Evolutionary Void
403,-1,25817395,3,"Ex-Heroes  (Ex-Heroes, #1)"
404,-1,8428984,3,Half Way Home
405,-1,9579634,3,"Prince of Thorns  (The Broken Empire, #1)"
406,-1,11986736,3,Reamde
407,-1,10790277,3,"Rise of Empire  (The Riyria Revelations, #3-4)"
408,-1,10790290,3,"Theft of Swords  (The Riyria Revelations, #1-2)"
409,-1,10904853,3,El Narco: Inside Mexico's Criminal Insurgency
410,-1,25817395,3,"Ex-Patriots  (Ex-Heroes, #2)"
411,-1,13055592,3,Redshirts
412,-1,12975375,3,The Advantage: Why Organizational Health Trumps Everything Else In Business
413,-1,18626839,3,1Q84  (1Q84 #1-3)
414,-1,20873740,3,Sapiens: A Brief History of Humankind
415,-1,13453029,3,"Wool Omnibus  (Silo, #1)"
416,-1,15730052,3,Red Country
417,-1,13573419,3,Great North Road
418,-1,17182126,3,"Steelheart  (The Reckoners, #1)"
419,-1,15750692,3,"Malice  (The Faithful and the Fallen, #1)"
420,-1,15790883,3,"Promise of Blood  (Powder Mage, #1)"
421,-1,15790894,3,"Fortune's Pawn  (Paradox, #1)"
422,-1,15810910,3,"The Thousand Names  (The Shadow Campaigns, #1)"
423,-1,13452375,3,The Stars Are Legion
424,-1,15704459,3,"Firefight  (The Reckoners, #2)"
425,-1,25016389,3,Armada
